id,result
57927,0
30238,1
97835,0
85873,0
67939,0
83276,0
39385,1
46942,1
65641,0
56037,0
41107,0
40262,0
89688,0
15373,0
78066,1
82393,1
19262,0
82934,1
58885,0
84407,0
47149,0
19208,0
14476,0
62591,1
75584,0
13811,1
38199,0
34590,1
93224,1
6274,1
83948,0
85746,0
53407,0
41385,0
35972,0
64361,0
35969,1
44538,0
31645,0
77817,1
43984,0
22683,0
12605,1
99434,1
55924,1
88344,1
13062,0
95223,1
38129,0
49570,0
28471,1
74356,0
12831,0
49820,1
37125,0
54368,0
89375,0
64451,0
25584,0
6428,0
75940,0
56268,0
10187,0
34179,1
55871,0
32331,1
96669,0
85764,0
74431,0
74767,1
28472,1
85952,0
98452,0
90371,0
89366,1
99129,0
88761,1
86271,1
17992,0
55148,0
46695,1
24000,0
78880,0
78965,1
80785,0
4293,0
34539,0
28447,0
84381,0
8213,0
42340,0
95072,0
76445,0
52776,0
81214,0
198,0
55736,1
65963,1
48291,0
51106,0
81678,0
97932,0
46254,0
28561,0
95126,1
35916,1
93411,0
88379,0
720,0
90445,1
12671,0
40619,0
80732,1
79848,0
10979,0
57553,0
26405,0
17046,0
81461,0
78221,1
46694,0
38958,0
56340,0
59415,0
77981,0
88359,0
6859,0
64506,0
6586,0
24020,1
66678,0
54852,0
78890,0
3429,1
6551,0
89741,0
32981,0
18895,1
57933,1
81955,0
4300,0
59888,0
35286,0
5447,0
19957,0
89708,0
38767,0
31738,0
32037,1
97393,0
81479,0
71630,1
50529,0
57394,0
26285,0
94054,1
15201,0
4144,1
51272,0
52304,0
45553,0
27165,1
42583,0
15853,1
44560,0
31678,0
64626,1
79851,0
5594,0
34287,0
71420,0
47791,0
98450,0
26218,0
47996,0
77913,0
40853,0
15700,0
50282,0
66883,0
50472,0
32938,1
6861,0
69546,0
57045,0
68943,0
22982,0
75335,0
43958,1
47472,1
15415,0
32453,1
46846,1
69542,0
49449,0
98860,0
49712,0
14580,0
88696,0
86796,0
2844,0
478,0
58912,1
54415,0
87762,0
51220,0
1536,1
13654,0
43051,0
54744,1
47850,0
8984,1
90820,1
6353,0
18038,0
81293,0
5505,0
77972,0
35264,0
27132,0
18258,0
41501,1
24275,0
11821,1
32141,0
10598,0
8597,1
99409,0
50738,1
40728,0
21780,1
26791,0
31457,1
72714,1
43599,0
70689,0
6484,0
83530,1
78892,0
28175,1
85547,0
73787,0
61609,0
32893,1
4853,1
90079,0
61506,0
71184,1
42539,1
5729,0
48140,0
10656,0
75644,0
63750,0
91659,0
77494,0
87824,0
25757,0
91613,0
45242,0
62392,1
29566,0
69957,0
95635,0
35341,0
73072,1
61503,1
89903,1
85509,0
45781,0
81125,1
67505,0
94699,1
77367,0
37563,0
50724,0
61175,0
73061,0
34267,1
17093,0
34960,0
4946,0
71043,1
95347,1
80141,0
20338,1
25445,1
59131,0
56516,0
39672,0
44702,1
1871,0
19456,1
2763,0
57532,0
78882,0
76340,0
90004,0
59350,1
25551,0
28402,1
52915,0
89255,0
13956,1
17915,0
52061,0
32727,0
13470,0
39541,0
58198,0
68483,0
93434,1
80127,0
42360,0
33382,0
61891,1
57462,1
40681,0
69976,1
6728,0
29753,1
95417,0
99026,0
88811,0
85338,0
3682,0
36057,0
75869,0
20869,1
79516,0
46701,1
23321,1
82507,1
77926,1
51690,0
97125,0
4901,0
84082,0
90523,1
53497,0
11847,0
12429,0
72172,0
29690,1
45355,0
68872,0
45240,0
1567,1
4101,0
94872,1
9130,0
91764,1
18095,0
4114,0
93243,1
54554,0
9440,1
10862,0
17304,0
56008,1
58846,0
66062,1
73733,0
64484,0
56579,0
41594,0
35209,1
21290,0
40380,1
44196,0
31784,0
